id,downloads,likes,tags,created_at,last_modified,private,search_task
supergoose/flan_source_task294_storycommonsense_motiv_text_generation_346,7,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-25T19:35:48.000Z,2025-02-25T19:35:49.000Z,False,text-generation
supergoose/flan_combined_task1596_event2mind_text_generation_2,7,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-10T14:28:58.000Z,2025-03-10T14:29:00.000Z,False,text-generation
rntc/medical-text-generation-oncology-fr,7,0,"size_categories:n<1K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-08-05T09:16:15.000Z,2025-08-05T09:16:19.000Z,False,text-generation
seto4/short-text-generation,7,0,"task_categories:text-generation, language:en, license:mit, region:us",2026-01-25T18:01:49.000Z,2026-01-25T18:03:23.000Z,False,text-generation
yugi5/nstruction-response-text-generation,7,0,"task_categories:text-generation, language:en, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas",2026-01-26T12:26:02.000Z,2026-01-26T12:27:29.000Z,False,text-generation
PhysiQuanty/CATIE-AQ-amazon_reviews_binary_text_generation_BASE_2_VOCAB_4,7,0,"language:fr, language:en, license:apache-2.0, region:us",2026-01-27T21:29:03.000Z,2026-01-30T18:34:10.000Z,False,text-generation
kaaniince/turkishReviews-ds-textGeneration,6,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-04-18T07:22:19.000Z,2023-04-18T07:22:24.000Z,False,text-generation
jkanishkha0305/text-based-layout-generation-dataset,6,1,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-03-07T11:26:50.000Z,2024-03-07T11:27:15.000Z,False,text-generation
gabrielmbmb/text-generation-distilabel-ray,6,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, library:distilabel",2024-07-04T14:11:32.000Z,2024-07-04T14:11:34.000Z,False,text-generation
FigoSans/TextGeneration,6,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-11-01T10:13:30.000Z,2024-11-01T10:13:55.000Z,False,text-generation
Quxiaolong2024/Text_2_Graph_Generation_no_prompt-small,6,0,"language:en, license:apache-2.0, size_categories:100K<n<1M, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-12-11T08:45:19.000Z,2024-12-14T14:31:48.000Z,False,text-generation
supergoose/flan_combined_task760_msr_sqa_long_text_generation,6,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-28T02:09:22.000Z,2025-02-28T02:17:04.000Z,False,text-generation
supergoose/flan_combined_task1590_diplomacy_text_generation,6,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-28T02:17:03.000Z,2025-02-28T02:17:13.000Z,False,text-generation
supergoose/flan_combined_task1595_event2mind_text_generation_1,6,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-03T00:28:51.000Z,2025-03-03T00:29:28.000Z,False,text-generation
supergoose/flan_combined_task957_e2e_nlg_text_generation_generate,6,0,region:us,2025-03-03T01:07:25.000Z,2025-03-03T01:07:26.000Z,False,text-generation
Krishnam2004/recursion-cellular-image-classification-dataset,3601,0,"size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2025-11-17T17:51:21.000Z,2025-11-18T03:14:00.000Z,False,image-classification
jhyeok724/autotrain-data-satellite-image-classification,3064,0,"task_categories:image-classification, modality:image, region:us",2026-04-03T01:03:55.000Z,2026-04-03T01:03:56.000Z,False,image-classification
stevelohwc/pokemon_card_image_for_authenticity_classification,2991,0,"task_categories:image-classification, language:en, license:mit, size_categories:n<1K, format:imagefolder, modality:image, modality:text, library:datasets",2026-03-03T13:48:14.000Z,2026-03-03T14:28:09.000Z,False,image-classification
Gegeishit/cctv-image-classification-test,2242,0,"license:apache-2.0, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2026-03-25T09:33:33.000Z,2026-03-25T09:34:25.000Z,False,image-classification
mlrvv/edgeimpulse-test-image-classification,529,0,"task_categories:image-classification, license:mit, size_categories:n<1K, format:imagefolder, modality:image, modality:text, library:datasets, library:mlcroissant",2026-03-08T14:07:42.000Z,2026-03-08T21:22:16.000Z,False,image-classification
wubingheng/vit-medical-image-classification,410,0,"size_categories:1K<n<10K, format:arrow, modality:image, library:datasets, library:mlcroissant, region:us",2025-02-11T11:20:56.000Z,2025-02-11T12:13:25.000Z,False,image-classification
sfarrukhm/intel-image-classification,270,2,"task_categories:image-classification, language:en, license:other, size_categories:10K<n<100K, format:imagefolder, modality:image, library:datasets, library:mlcroissant",2025-07-11T18:06:03.000Z,2025-07-12T03:56:18.000Z,False,image-classification
Ahnuf/Military_Aircraft_Detection_Classification_Image_Dataset,267,0,"task_categories:object-detection, task_categories:image-classification, license:apache-2.0, region:us, military, aircraft, aerospace, yolo",2026-02-10T18:52:35.000Z,2026-02-11T10:37:49.000Z,False,image-classification
Kentaro-Machida/Matthiola-incana-Leaf-Image-Classification,246,0,"task_categories:image-classification, license:cc-by-4.0, size_categories:1K<n<10K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, doi:10.57967/hf/3315",2024-10-10T01:43:11.000Z,2024-10-23T14:43:07.000Z,False,image-classification
huggingface/image-classification-test-sample,238,1,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-04-19T08:02:01.000Z,2022-04-19T08:02:02.000Z,False,image-classification
DarkyMan/nsfw-image-classification,220,23,"license:cc, region:us, not-for-all-audiences",2023-10-08T14:07:49.000Z,2025-09-11T00:49:35.000Z,False,image-classification
yashikota/birds-525-species-image-classification,204,0,"size_categories:10K<n<100K, format:parquet, modality:image, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-05-10T00:08:25.000Z,2024-05-10T00:18:24.000Z,False,image-classification
resolverkatla/Intel-Image-Classification,126,0,"modality:image, region:us",2025-05-23T03:56:45.000Z,2025-05-23T07:09:07.000Z,False,image-classification
victor/autotrain-data-image-classification-test-18,108,0,"task_categories:image-classification, region:us",2022-08-22T11:53:05.000Z,2022-08-22T12:11:50.000Z,False,image-classification
ideepankarsharma2003/ImageClassificationStableDiffusion_small,78,0,"size_categories:10K<n<100K, format:parquet, modality:image, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-02-06T11:44:14.000Z,2024-02-06T13:21:33.000Z,False,image-classification
ideepankarsharma2003/GenAI_ImageClassificationLarge,73,1,"size_categories:10K<n<100K, format:arrow, modality:image, library:datasets, library:mlcroissant, region:us",2024-02-02T08:11:31.000Z,2024-02-03T06:26:39.000Z,False,image-classification
shangzx/Sunscreen-Products-Image-Classification-Dataset,52,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, classification, recognition",2026-03-05T09:24:22.000Z,2026-03-05T09:24:30.000Z,False,image-classification
dmedhi/garbage-image-classification-detection,50,2,"task_categories:image-classification, task_categories:object-detection, task_categories:image-segmentation, language:en, license:cc-by-4.0, size_categories:1K<n<10K, format:parquet, modality:image",2025-04-28T19:13:27.000Z,2025-04-28T19:17:34.000Z,False,image-classification
Mobiusi/Sunscreen-Products-Image-Classification-Dataset,47,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, classification, recognition",2026-03-05T09:49:01.000Z,2026-03-05T09:49:04.000Z,False,image-classification
Mobiusi/Smart-Air-Conditioner-Image-Classification-Dataset,43,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, object recognition",2026-03-05T10:00:02.000Z,2026-03-05T10:00:04.000Z,False,image-classification
Mobiusi/Greenhouse-Image-Classification-Dataset,42,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, Image Classification, Object Recognition",2026-03-05T10:24:22.000Z,2026-03-05T10:24:29.000Z,False,image-classification
Mobiusi/Bottled-Goods-Image-Classification-Dataset,40,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, object detection",2026-03-05T10:36:31.000Z,2026-03-05T10:36:38.000Z,False,image-classification
Mobiusi/Electric-Wheelchair-Status-Classification-Image-Dataset,40,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, status classification, image recognition",2026-03-05T10:45:07.000Z,2026-03-05T10:45:11.000Z,False,image-classification
victor/autotrain-data-satellite-image-classification,38,2,"task_categories:image-classification, modality:image, region:us",2022-09-05T08:58:49.000Z,2022-09-05T09:30:13.000Z,False,image-classification
Mobiusi/Maternity-Wear-Image-Classification-Dataset,38,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, Image classification, deep learning",2026-03-05T08:35:38.000Z,2026-03-05T08:35:45.000Z,False,image-classification
Mobiusi/Eyebrow-Makeup-Product-Image-Classification-Dataset,38,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, object detection",2026-03-05T10:32:34.000Z,2026-03-05T10:32:46.000Z,False,image-classification
Mobiusi/Smart-Speaker-Image-Classification-Dataset,38,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, deep learning",2026-03-05T10:40:24.000Z,2026-03-05T10:40:28.000Z,False,image-classification
arzes/nsfw-image-classification,37,0,"license:cc, region:us, not-for-all-audiences",2026-01-07T08:40:00.000Z,2026-01-07T08:40:01.000Z,False,image-classification
Mobiusi/Parent-Child-Outfit-Image-Classification-Dataset,37,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, classification tasks, image recognition",2026-03-05T09:50:50.000Z,2026-03-05T09:50:56.000Z,False,image-classification
Mobiusi/Electric-Wheelchair-Model-Classification-Image-Dataset,37,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, model training",2026-03-05T10:23:04.000Z,2026-03-05T10:23:10.000Z,False,image-classification
Mobiusi/Infusion-Bottle-Liquid-Type-Classification-Image-Dataset,36,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, Image classification, deep learning",2026-03-05T09:59:44.000Z,2026-03-05T09:59:47.000Z,False,image-classification
Mobiusi/Blood-Sample-Microscopic-Image-Classification-Dataset,36,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, computer vision",2026-03-05T10:32:10.000Z,2026-03-05T10:32:17.000Z,False,image-classification
Mobiusi/Home-Robot-Image-Classification-Dataset,35,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, target detection",2026-03-05T10:16:03.000Z,2026-03-05T10:16:08.000Z,False,image-classification
Mobiusi/Smart-Projector-Image-Classification-Dataset,33,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, object detection",2026-03-05T09:59:56.000Z,2026-03-05T09:59:59.000Z,False,image-classification
Mobiusi/Beauty-Aid-Tools-Image-Classification-Dataset,33,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, image classification, object detection",2026-03-05T10:16:56.000Z,2026-03-05T10:17:05.000Z,False,image-classification
shangzx/Maternity-Wear-Image-Classification-Dataset,32,0,"task_categories:image-classification, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, Image classification, deep learning",2026-03-05T08:25:34.000Z,2026-03-05T08:25:50.000Z,False,image-classification
AlvaroVasquezAI/Animal_Image_Classification_Dataset,28,1,"task_categories:image-classification, language:en, license:mit, size_categories:1K<n<10K, format:imagefolder, modality:image, library:datasets, library:mlcroissant",2024-04-04T06:05:06.000Z,2024-04-04T06:18:03.000Z,False,image-classification
miladfa7/Intel-Image-Classification,26,0,"license:other, size_categories:10K<n<100K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2023-05-01T03:34:35.000Z,2023-05-01T05:00:52.000Z,False,image-classification
andrewsunanda/fast_food_image_classification,25,2,"task_categories:image-classification, language:en, size_categories:1K<n<10K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2023-04-08T06:41:47.000Z,2023-04-08T06:53:22.000Z,False,image-classification
